CD_MUN,NM_MUN,SIGLA_UF,AREA_KM2
"2913804",Ipecaetá,BA,372.565
"2913903",Ipiaú,BA,280.454
"2914000",Ipirá,BA,3105.281
"2914109",Ipupiara,BA,1055.760
"2914208",Irajuba,BA,459.047
"2914307",Iramaia,BA,1708.115
"2914406",Iraquara,BA,991.822
"2914505",Irará,BA,267.880
"2914604",Irecê,BA,319.174
"2914653",Itabela,BA,924.914
"2914703",Itaberaba,BA,2386.390
"2914802",Itabuna,BA,401.028
"2914901",Itacaré,BA,726.265
"2915007",Itaeté,BA,1331.822
"2915106",Itagi,BA,310.621
"2915205",Itagibá,BA,810.993
"2915304",Itagimirim,BA,876.800
"2915353",Itaguaçu da Bahia,BA,4310.238
"2915403",Itaju do Colônia,BA,1225.287
"2915502",Itajuípe,BA,270.752
"2915601",Itamaraju,BA,2360.584
"2915700",Itamari,BA,143.479
"2915809",Itambé,BA,1534.575
"2915908",Itanagra,BA,533.634
"2916005",Itanhém,BA,1394.174
"2916104",Itaparica,BA,121.373
"2916203",Itapé,BA,453.144
"2916302",Itapebi,BA,1013.074
"2916401",Itapetinga,BA,1651.158
"2916500",Itapicuru,BA,1557.685
"2916609",Itapitanga,BA,420.663
"2916708",Itaquara,BA,344.093
"2916807",Itarantim,BA,1674.029
"2916856",Itatim,BA,547.510
"2916906",Itiruçu,BA,322.243
"2917003",Itiúba,BA,1650.593
"2917102",Itororó,BA,313.839
"2917201",Ituaçu,BA,1199.374
"2917300",Ituberá,BA,415.428
"2917334",Iuiu,BA,1525.141
"2917359",Jaborandi,BA,9955.113
"2917409",Jacaraci,BA,1332.420
"2917508",Jacobina,BA,2192.905
"2917607",Jaguaquara,BA,924.512
"2917706",Jaguarari,BA,2466.009
"2917805",Jaguaripe,BA,863.424
"2917904",Jandaíra,BA,640.772
"2918001",Jequié,BA,2969.039
"2918100",Jeremoabo,BA,4267.488
"2918209",Jiquiriçá,BA,238.602
"2918308",Jitaúna,BA,262.050
"2918357",João Dourado,BA,913.258
"2918407",Juazeiro,BA,6721.237
"2918456",Jucuruçu,BA,1457.656
"2918506",Jussara,BA,1355.173
"2918555",Jussari,BA,329.190
"2918605",Jussiape,BA,589.763
"2918704",Lafaiete Coutinho,BA,498.110
"2918753",Lagoa Real,BA,912.222
"2918803",Laje,BA,449.834
"2918902",Lajedão,BA,624.353
"2919009",Lajedinho,BA,846.728
"2919058",Lajedo do Tabocal,BA,382.937
"2919108",Lamarão,BA,189.257
"2919157",Lapão,BA,642.882
"2919207",Lauro de Freitas,BA,58.043
"2919306",Lençóis,BA,1283.328
"2919405",Licínio de Almeida,BA,856.626
"2919504",Livramento de Nossa Senhora,BA,1952.510
"2919553",Luís Eduardo Magalhães,BA,4036.094
"2919603",Macajuba,BA,701.171
"2919702",Macarani,BA,1210.106
"2919801",Macaúbas,BA,2459.102
"2919900",Macururé,BA,2545.856
"2919926",Madre de Deus,BA,32.201
"2919959",Maetinga,BA,614.834
"2920007",Maiquinique,BA,588.297
"2920106",Mairi,BA,906.680
"2920205",Malhada,BA,1979.194
"2920304",Malhada de Pedras,BA,550.550
"2920403",Manoel Vitorino,BA,2201.764
"2920452",Mansidão,BA,3129.588
"2920502",Maracás,BA,2413.270
"2920601",Maragogipe,BA,437.610
"2920700",Maraú,BA,848.885
"2920809",Marcionílio Souza,BA,1099.283
"2920908",Mascote,BA,742.689
"2921005",Mata de São João,BA,605.168
"2921054",Matina,BA,773.278
"2921104",Medeiros Neto,BA,1311.739
"2921203",Miguel Calmon,BA,1599.672
"2921302",Milagres,BA,420.358
"2921401",Mirangaba,BA,1751.778
"2921450",Mirante,BA,1172.860
"2921500",Monte Santo,BA,3034.197
"2921609",Morpará,BA,2093.872
"2921708",Morro do Chapéu,BA,5744.969
"2921807",Mortugaba,BA,528.214
"2921906",Mucugê,BA,2462.153
"2922003",Mucuri,BA,1787.626
"2922052",Mulungu do Morro,BA,646.621
"2922102",Mundo Novo,BA,1491.990
"2922201",Muniz Ferreira,BA,104.540
"2922250",Muquém do São Francisco,BA,3852.111
"2922300",Muritiba,BA,86.311
"2922409",Mutuípe,BA,275.854
"2922508",Nazaré,BA,278.629
"2922607",Nilo Peçanha,BA,388.936
"2922656",Nordestina,BA,465.407
"2922706",Nova Canaã,BA,804.617
"2922730",Nova Fátima,BA,346.784
"2922755",Nova Ibiá,BA,203.198
"2922805",Nova Itarana,BA,475.381
"2922854",Nova Redenção,BA,565.356
"2922904",Nova Soure,BA,966.993
"2923001",Nova Viçosa,BA,1316.379
"2923035",Novo Horizonte,BA,627.500
"2923050",Novo Triunfo,BA,278.487
"2923100",Olindina,BA,637.317
"2923209",Oliveira dos Brejinhos,BA,3313.418
"2923308",Ouriçangas,BA,156.982
"2923357",Ourolândia,BA,1544.988
"2923407",Palmas de Monte Alto,BA,2560.027
"2923506",Palmeiras,BA,737.454
"2923605",Paramirim,BA,1087.060
"2923704",Paratinga,BA,2624.998
"2923803",Paripiranga,BA,442.186
"2923902",Pau Brasil,BA,626.306
"2924009",Paulo Afonso,BA,1544.388
"2924058",Pé de Serra,BA,596.771
"2924108",Pedrão,BA,158.488
"2924207",Pedro Alexandre,BA,889.572
"2924306",Piatã,BA,1825.857
"2924405",Pilão Arcado,BA,11597.923
"2924504",Pindaí,BA,628.468
"2924603",Pindobaçu,BA,495.845
"2924652",Pintadas,BA,647.144
"2924678",Piraí do Norte,BA,193.427
"2924702",Piripá,BA,511.756
"2924801",Piritiba,BA,980.328
"2924900",Planaltino,BA,955.454
"2925006",Planalto,BA,769.000
"2925105",Poções,BA,937.269
"2925204",Pojuca,BA,314.932
"2925253",Ponto Novo,BA,530.144
"2925303",Porto Seguro,BA,2285.734
"2925402",Potiraguá,BA,1111.567
"2925501",Prado,BA,1692.100
"2925600",Presidente Dutra,BA,232.064
"2925709",Presidente Jânio Quadros,BA,1208.549
"2925758",Presidente Tancredo Neves,BA,441.820
"2925808",Queimadas,BA,2011.060
"2925907",Quijingue,BA,1380.798
"2925931",Quixabeira,BA,366.387
"2925956",Rafael Jambeiro,BA,1090.552
"2926004",Remanso,BA,4573.505
"2926103",Retirolândia,BA,242.329
"2926202",Riachão das Neves,BA,5977.931
"2926301",Riachão do Jacuípe,BA,1155.418
"2926400",Riacho de Santana,BA,3183.911
"2926509",Ribeira do Amparo,BA,644.229
"2926608",Ribeira do Pombal,BA,1252.144
"2926657",Ribeirão do Largo,BA,1363.700
"2926707",Rio de Contas,BA,1115.252
"2926806",Rio do Antônio,BA,777.903
"2926905",Rio do Pires,BA,656.223
"2927002",Rio Real,BA,739.775
"2927101",Rodelas,BA,2207.159
"2927200",Ruy Barbosa,BA,1991.772
"2927309",Salinas da Margarida,BA,150.569
"2927408",Salvador,BA,693.453
"2927507",Santa Bárbara,BA,347.021
"2927606",Santa Brígida,BA,934.461
"2927705",Santa Cruz Cabrália,BA,1462.942
"2927804",Santa Cruz da Vitória,BA,284.083
"2927903",Santa Inês,BA,379.270
"2928000",Santaluz,BA,1623.445
"2928059",Santa Luzia,BA,824.473
"2928109",Santa Maria da Vitória,BA,1984.910
"2928208",Santana,BA,1909.353
"2928307",Santanópolis,BA,222.686
"2928406",Santa Rita de Cássia,BA,6030.491
"2928505",Santa Terezinha,BA,719.257
"2928604",Santo Amaro,BA,494.502
"2928703",Santo Antônio de Jesus,BA,261.740
"2928802",Santo Estêvão,BA,360.334
"2928901",São Desidério,BA,15156.712
"2928950",São Domingos,BA,289.963
"2929008",São Félix,BA,103.226
"2929057",São Félix do Coribe,BA,1751.671
"2929107",São Felipe,BA,222.407
"2929206",São Francisco do Conde,BA,269.715
"2929255",São Gabriel,BA,1146.054
"2929305",São Gonçalo dos Campos,BA,294.768
"2929354",São José da Vitória,BA,127.925
"2929370",São José do Jacuípe,BA,362.365
"2929404",São Miguel das Matas,BA,230.906
"2929503",São Sebastião do Passé,BA,536.678
"2929602",Sapeaçu,BA,131.218
"2929701",Sátiro Dias,BA,949.223
"2929750",Saubara,BA,166.428
"2929800",Saúde,BA,509.098
"2929909",Seabra,BA,2402.170
"2930006",Sebastião Laranjeiras,BA,1984.511
"2930105",Senhor do Bonfim,BA,789.361
"2930154",Serra do Ramalho,BA,2340.684
"2930204",Sento Sé,BA,11980.172
"2930303",Serra Dourada,BA,1592.245
"2930402",Serra Preta,BA,595.297
"2930501",Serrinha,BA,583.314
"2930600",Serrolândia,BA,322.022
"2930709",Simões Filho,BA,201.418
"2930758",Sítio do Mato,BA,1627.806
"2930766",Sítio do Quinto,BA,684.089
"2930774",Sobradinho,BA,1355.972
"2930808",Souto Soares,BA,1026.634
"2930907",Tabocas do Brejo Velho,BA,1437.189
"2931004",Tanhaçu,BA,1277.514
"2931053",Tanque Novo,BA,729.516
"2931103",Tanquinho,BA,243.839
"2931202",Taperoá,BA,454.081
"2931301",Tapiramutá,BA,714.691
"2931350",Teixeira de Freitas,BA,1165.622
"2931400",Teodoro Sampaio,BA,244.613
"2931509",Teofilândia,BA,351.892
"2931608",Teolândia,BA,289.782
"2931707",Terra Nova,BA,193.241
"2931806",Tremedal,BA,2010.316
"2931905",Tucano,BA,2198.237
"2932002",Uauá,BA,3060.116
"2932101",Ubaíra,BA,659.138
"2932200",Ubaitaba,BA,181.102
"2932309",Ubatã,BA,177.643
"2932408",Uibaí,BA,545.298
"2932457",Umburanas,BA,1775.633
"2932507",Una,BA,1126.733
"2932606",Urandi,BA,902.402
"2932705",Uruçuca,BA,510.098
"2932804",Utinga,BA,633.760
"2932903",Valença,BA,1123.975
"2933000",Valente,BA,394.877
"2933059",Várzea da Roça,BA,468.407
"2933109",Várzea do Poço,BA,206.478
"2933158",Várzea Nova,BA,1225.892
"2933174",Varzedo,BA,221.399
"2933208",Vera Cruz,BA,297.537
"2933257",Vereda,BA,782.159
"2933307",Vitória da Conquista,BA,3254.186
"2933406",Wagner,BA,522.370
"2933455",Wanderley,BA,2920.579
"2933505",Wenceslau Guimarães,BA,655.057
"2933604",Xique-Xique,BA,5079.662
"3100104",Abadia dos Dourados,MG,880.461
"3100203",Abaeté,MG,1817.067
"3100302",Abre Campo,MG,470.551
"3100401",Acaiaca,MG,101.886
"3100500",Açucena,MG,815.422
"3100609",Água Boa,MG,1320.344
"3100708",Água Comprida,MG,492.167
"3100807",Aguanil,MG,232.091
"3100906",Águas Formosas,MG,820.079
"3101003",Águas Vermelhas,MG,1256.607
"3101102",Aimorés,MG,1348.913
"3101201",Aiuruoca,MG,649.680
"3101300",Alagoa,MG,161.356
"3101409",Albertina,MG,58.010
"3101508",Além Paraíba,MG,510.250
"3101607",Alfenas,MG,850.446
"3101631",Alfredo Vasconcelos,MG,130.815
"3101706",Almenara,MG,2294.426
"3101805",Alpercata,MG,166.972
"3101904",Alpinópolis,MG,460.685
"3102001",Alterosa,MG,362.010
"3102050",Alto Caparaó,MG,103.690
"3102100",Alto Rio Doce,MG,518.053
"3102209",Alvarenga,MG,278.175
"3102308",Alvinópolis,MG,599.443
"3102407",Alvorada de Minas,MG,374.008
"3102506",Amparo do Serra,MG,136.186
"3102605",Andradas,MG,469.396
"3102704",Cachoeira de Pajeú,MG,695.672
"3102803",Andrelândia,MG,1005.285
"3102852",Angelândia,MG,185.211
"3102902",Antônio Carlos,MG,529.915
"3103009",Antônio Dias,MG,787.061
"3103108",Antônio Prado de Minas,MG,83.802
"3103207",Araçaí,MG,187.538
"3103306",Aracitaba,MG,106.608
"3103405",Araçuaí,MG,2236.279
"3103504",Araguari,MG,2729.777
"3103603",Arantina,MG,89.420
"3103702",Araponga,MG,303.793
"3103751",Araporã,MG,294.354
"3103801",Arapuá,MG,173.894
"3103900",Araújos,MG,245.522
"3104007",Araxá,MG,1164.062
"3104106",Arceburgo,MG,162.875
"3104205",Arcos,MG,509.873
"3104304",Areado,MG,283.124
"3104403",Argirita,MG,159.378
"3104452",Aricanduva,MG,243.329
"3104502",Arinos,MG,5279.419
"3104601",Astolfo Dutra,MG,158.891
"3104700",Ataléia,MG,1836.925
"3104809",Augusto de Lima,MG,1254.832
"3104908",Baependi,MG,750.554
"3105004",Baldim,MG,556.266
"3105103",Bambuí,MG,1455.819
"3105202",Bandeira,MG,483.789
"3105301",Bandeira do Sul,MG,47.266
"3105400",Barão de Cocais,MG,340.140
"3105509",Barão de Monte Alto,MG,198.313
"3105608",Barbacena,MG,759.186
"3105707",Barra Longa,MG,383.628
"3105905",Barroso,MG,82.070
"3106002",Bela Vista de Minas,MG,109.143
"3106101",Belmiro Braga,MG,393.086
"3106200",Belo Horizonte,MG,331.354
"3106309",Belo Oriente,MG,334.909
"3106408",Belo Vale,MG,365.923
"3106507",Berilo,MG,587.106
"3106606",Bertópolis,MG,427.803
"3106655",Berizal,MG,488.756
"3106705",Betim,MG,343.884
"3106804",Bias Fortes,MG,283.535
"3106903",Bicas,MG,140.082
"3107000",Biquinhas,MG,458.948
"3107109",Boa Esperança,MG,860.669
"3107208",Bocaina de Minas,MG,503.770
"3107307",Bocaiúva,MG,3206.757
"3107406",Bom Despacho,MG,1213.546
"3107505",Bom Jardim de Minas,MG,412.021
"3107604",Bom Jesus da Penha,MG,208.349
"3107703",Bom Jesus do Amparo,MG,195.611
"3107802",Bom Jesus do Galho,MG,592.289
"3107901",Bom Repouso,MG,229.845
"3108008",Bom Sucesso,MG,705.046
"3108107",Bonfim,MG,301.865
"3108206",Bonfinópolis de Minas,MG,1850.487
"3108255",Bonito de Minas,MG,3936.455
"3108305",Borda da Mata,MG,301.108
"3108404",Botelhos,MG,334.089
"3108503",Botumirim,MG,1568.884
"3108552",Brasilândia de Minas,MG,2509.694
"3108602",Brasília de Minas,MG,1399.484
"3108701",Brás Pires,MG,223.351
"3108800",Braúnas,MG,378.318
"3108909",Brazópolis,MG,367.688
"3109006",Brumadinho,MG,639.434
"3109105",Bueno Brandão,MG,356.150
"3109204",Buenópolis,MG,1599.881
"3109253",Bugre,MG,161.491
"3109303",Buritis,MG,5225.186
"3109402",Buritizeiro,MG,7218.401
"3109451",Cabeceira Grande,MG,1033.055
"3109501",Cabo Verde,MG,368.206
"3109600",Cachoeira da Prata,MG,61.381
"3109709",Cachoeira de Minas,MG,304.243
"3109808",Cachoeira Dourada,MG,203.070
"3109907",Caetanópolis,MG,156.039
"3110004",Caeté,MG,542.531
"3110103",Caiana,MG,106.465
"3110202",Cajuri,MG,83.038
"3110301",Caldas,MG,711.414
"3110400",Camacho,MG,223.001
"3110509",Camanducaia,MG,528.688
"3110608",Cambuí,MG,244.567
"3110707",Cambuquira,MG,246.380
"3110806",Campanário,MG,442.398
"3110905",Campanha,MG,335.587
"3111002",Campestre,MG,577.843
"3111101",Campina Verde,MG,3650.749
"3111150",Campo Azul,MG,505.914
"3111200",Campo Belo,MG,528.225
"3111309",Campo do Meio,MG,275.426
"3111408",Campo Florido,MG,1264.245
"3111507",Campos Altos,MG,710.645
"3111606",Campos Gerais,MG,769.504
"3111705",Canaã,MG,174.900
"3111804",Canápolis,MG,843.599
"3111903",Cana Verde,MG,212.721
"3112000",Candeias,MG,720.512
"3112059",Cantagalo,MG,141.855
"3112109",Caparaó,MG,130.694
"3112208",Capela Nova,MG,111.073
"3112307",Capelinha,MG,965.292
"3112406",Capetinga,MG,297.937
"3112505",Capim Branco,MG,95.333
"3112604",Capinópolis,MG,620.716
"3112653",Capitão Andrade,MG,279.088
"3112703",Capitão Enéas,MG,971.576
"3112802",Capitólio,MG,521.802
"3112901",Caputira,MG,187.704
"3113008",Caraí,MG,1242.345
"3113107",Caranaíba,MG,159.950
"3113206",Carandaí,MG,487.280
"3113305",Carangola,MG,353.404
"3113404",Caratinga,MG,1258.479
"3113503",Carbonita,MG,1456.095
"3113602",Careaçu,MG,181.009
"3113701",Carlos Chagas,MG,3202.984
"3113800",Carmésia,MG,259.103
"3113909",Carmo da Cachoeira,MG,506.333
"3114006",Carmo da Mata,MG,357.178
"3114105",Carmo de Minas,MG,322.285
"3114204",Carmo do Cajuru,MG,455.808
"3114303",Carmo do Paranaíba,MG,1307.862
"3114402",Carmo do Rio Claro,MG,1065.685
"3114501",Carmópolis de Minas,MG,400.010
"3114550",Carneirinho,MG,2063.462
"3114600",Carrancas,MG,727.894
"3114709",Carvalhópolis,MG,81.101
"3114808",Carvalhos,MG,282.254
"3114907",Casa Grande,MG,157.727
"3115003",Cascalho Rico,MG,367.308
"3115102",Cássia,MG,665.802
"3115201",Conceição da Barra de Minas,MG,273.014
"3115300",Cataguases,MG,491.767
"3115359",Catas Altas,MG,240.042
"3115409",Catas Altas da Noruega,MG,141.622
"3115458",Catuji,MG,419.380
"3115474",Catuti,MG,287.812
"3115508",Caxambu,MG,100.483
"3115607",Cedro do Abaeté,MG,283.211
"3115706",Central de Minas,MG,204.328
"3115805",Centralina,MG,322.385
"3115904",Chácara,MG,152.807
"3116001",Chalé,MG,212.674
"3116100",Chapada do Norte,MG,830.833
"3116159",Chapada Gaúcha,MG,3255.189
"3116209",Chiador,MG,252.852
"3116308",Cipotânea,MG,153.479
"3116407",Claraval,MG,227.627
"3116506",Claro dos Poções,MG,720.424
"3116605",Cláudio,MG,630.706
"3116704",Coimbra,MG,106.875
"3116803",Coluna,MG,348.492
"3116902",Comendador Gomes,MG,1041.047
"3117009",Comercinho,MG,654.961
"3117108",Conceição da Aparecida,MG,352.521
"3117207",Conceição das Pedras,MG,102.206
"3117306",Conceição das Alagoas,MG,1340.250
"3117405",Conceição de Ipanema,MG,253.935
"3117504",Conceição do Mato Dentro,MG,1720.040
"3117603",Conceição do Pará,MG,250.306
"3117702",Conceição do Rio Verde,MG,369.681
"3117801",Conceição dos Ouros,MG,180.236
"3117836",Cônego Marinho,MG,1610.470
"3117876",Confins,MG,42.355
"3117900",Congonhal,MG,205.125
"3118007",Congonhas,MG,304.067
"3118106",Congonhas do Norte,MG,405.671
"3118205",Conquista,MG,618.363
"3118304",Conselheiro Lafaiete,MG,370.246
"3118403",Conselheiro Pena,MG,1483.883
"3118502",Consolação,MG,89.122
"3118601",Contagem,MG,194.746
"3118700",Coqueiral,MG,296.163
"3118809",Coração de Jesus,MG,2225.216
"3118908",Cordisburgo,MG,823.654
"3119005",Cordislândia,MG,179.543
"3119104",Corinto,MG,2525.397
"3119203",Coroaci,MG,576.274
"3119302",Coromandel,MG,3313.313
"3119401",Coronel Fabriciano,MG,221.252
"3119500",Coronel Murta,MG,815.413
"3119609",Coronel Pacheco,MG,131.511
"3119708",Coronel Xavier Chaves,MG,140.954
"3119807",Córrego Danta,MG,657.425
"3119906",Córrego do Bom Jesus,MG,123.651
"3119955",Córrego Fundo,MG,101.112
"3120003",Córrego Novo,MG,205.385
"3120102",Couto de Magalhães de Minas,MG,485.654
"3120151",Crisólita,MG,966.202
"3120201",Cristais,MG,628.434
"3120300",Cristália,MG,840.702
"3120409",Cristiano Otoni,MG,132.872
"3120508",Cristina,MG,311.330
"3120607",Crucilândia,MG,167.164
"3120706",Cruzeiro da Fortaleza,MG,187.446
"3120805",Cruzília,MG,522.419
"3120839",Cuparaque,MG,226.750
"3120870",Curral de Dentro,MG,570.950
"3120904",Curvelo,MG,3296.200
"3121001",Datas,MG,310.099
"3121100",Delfim Moreira,MG,408.473
"3121209",Delfinópolis,MG,1378.423
"3121258",Delta,MG,102.784
"3121308",Descoberto,MG,213.168
"3121407",Desterro de Entre Rios,MG,377.165
"3121506",Desterro do Melo,MG,142.279
"3121605",Diamantina,MG,3891.659
"3121704",Diogo de Vasconcelos,MG,165.091
"3121803",Dionísio,MG,339.375
"3121902",Divinésia,MG,116.970
"3122009",Divino,MG,337.776
"3122108",Divino das Laranjeiras,MG,342.249
"3122207",Divinolândia de Minas,MG,133.120
"3122306",Divinópolis,MG,708.115
"3122355",Divisa Alegre,MG,117.802
"3122405",Divisa Nova,MG,216.955
"3122454",Divisópolis,MG,572.926
"3122470",Dom Bosco,MG,817.383
"3122504",Dom Cavati,MG,59.520
"3122603",Dom Joaquim,MG,398.793
"3122702",Dom Silvério,MG,194.972
"3122801",Dom Viçoso,MG,113.921
"3122900",Dona Euzébia,MG,70.231
"3123007",Dores de Campos,MG,124.842
"3123106",Dores de Guanhães,MG,382.124
"3123205",Dores do Indaiá,MG,1111.202
"3123304",Dores do Turvo,MG,231.169
"3123403",Doresópolis,MG,152.912
"3123502",Douradoquara,MG,312.878
"3123528",Durandé,MG,217.461
"3123601",Elói Mendes,MG,499.537
"3123700",Engenheiro Caldas,MG,187.058
"3123809",Engenheiro Navarro,MG,608.306
"3123858",Entre Folhas,MG,85.390
"3123908",Entre Rios de Minas,MG,456.796
"3124005",Ervália,MG,357.489
"3124104",Esmeraldas,MG,909.751
"3124203",Espera Feliz,MG,317.638
"3124302",Espinosa,MG,1868.970
"3124401",Espírito Santo do Dourado,MG,263.879
"3124500",Estiva,MG,243.872
"3124609",Estrela Dalva,MG,131.365
"3124708",Estrela do Indaiá,MG,635.981
"3124807",Estrela do Sul,MG,822.454
"3124906",Eugenópolis,MG,309.395
"3125002",Ewbank da Câmara,MG,103.834
"3125101",Extrema,MG,244.575
"3125200",Fama,MG,86.024
"3125309",Faria Lemos,MG,165.224
"3125408",Felício dos Santos,MG,357.622
"3125507",São Gonçalo do Rio Preto,MG,314.458
"3125606",Felisburgo,MG,596.215
"3125705",Felixlândia,MG,1554.627
"3125804",Fernandes Tourinho,MG,151.875
"3125903",Ferros,MG,1088.791
"3125952",Fervedouro,MG,357.683
"3126000",Florestal,MG,194.242
"3126109",Formiga,MG,1501.915
"3126208",Formoso,MG,3686.004
"3126307",Fortaleza de Minas,MG,218.792
"3126406",Fortuna de Minas,MG,198.709
"3126505",Francisco Badaró,MG,461.481
"3126604",Francisco Dumont,MG,1576.128
"3126703",Francisco Sá,MG,2747.295
"3126752",Franciscópolis,MG,717.087
"3126802",Frei Gaspar,MG,626.672
"3126901",Frei Inocêncio,MG,469.557
"3126950",Frei Lagonegro,MG,167.474
"3127008",Fronteira,MG,199.987
"3127057",Fronteira dos Vales,MG,320.757
"3127073",Fruta de Leite,MG,762.837
"3127107",Frutal,MG,2426.965
"3127206",Funilândia,MG,199.797
"3127305",Galiléia,MG,720.355
"3127339",Gameleiras,MG,1733.203
"3127354",Glaucilândia,MG,145.861
"3127370",Goiabeira,MG,112.443
"3127388",Goianá,MG,152.039
"3127404",Gonçalves,MG,187.353
"3127503",Gonzaga,MG,209.348
"3127602",Gouveia,MG,866.601
"3127701",Governador Valadares,MG,2342.325
"3127800",Grão Mogol,MG,3885.294
"3127909",Grupiara,MG,193.141
"3128006",Guanhães,MG,1075.124
"3128105",Guapé,MG,934.345
"3128204",Guaraciaba,MG,348.596
"3128253",Guaraciama,MG,390.263
"3128303",Guaranésia,MG,294.828
"3128402",Guarani,MG,264.194
"3128501",Guarará,MG,88.655
"3128600",Guarda-Mor,MG,2068.808
"3128709",Guaxupé,MG,286.398
"3128808",Guidoval,MG,158.375
"3128907",Guimarânia,MG,366.833
"3129004",Guiricema,MG,293.578
"3129103",Gurinhatã,MG,1849.137
"3129202",Heliodora,MG,153.950
"3129301",Iapu,MG,340.994
"3129400",Ibertioga,MG,346.240
"3129509",Ibiá,MG,2704.132
"3129608",Ibiaí,MG,874.760
"3129657",Ibiracatu,MG,353.257
"3129707",Ibiraci,MG,562.095
"3129806",Ibirité,MG,72.395
"3129905",Ibitiúra de Minas,MG,68.316
"3130002",Ibituruna,MG,153.106
"3130051",Icaraí de Minas,MG,625.664
"3130101",Igarapé,MG,110.942
"3130200",Igaratinga,MG,218.343
"3130309",Iguatama,MG,628.200
"3130408",Ijaci,MG,105.246
"3130507",Ilicínea,MG,376.341
"3130556",Imbé de Minas,MG,196.735
"3130606",Inconfidentes,MG,149.611
"3130655",Indaiabira,MG,1004.149
"3130705",Indianópolis,MG,830.030
"3130804",Ingaí,MG,305.591
"3130903",Inhapim,MG,858.024
"3131000",Inhaúma,MG,244.996
"3131109",Inimutaba,MG,527.060
"3131158",Ipaba,MG,113.246
"3131208",Ipanema,MG,456.641
"3131307",Ipatinga,MG,164.884
"3131406",Ipiaçu,MG,466.020
"3131505",Ipuiúna,MG,298.195
"3131604",Iraí de Minas,MG,356.264
"3131703",Itabira,MG,1253.704
"3131802",Itabirinha,MG,209.034
"3131901",Itabirito,MG,544.027
"3132008",Itacambira,MG,1788.445
"3132107",Itacarambi,MG,1225.273
"3132206",Itaguara,MG,410.468
"3132305",Itaipé,MG,480.829
"3132404",Itajubá,MG,294.835
"3132503",Itamarandiba,MG,2735.573
"3132602",Itamarati de Minas,MG,94.568
"3132701",Itambacuri,MG,1419.209
"3132800",Itambé do Mato Dentro,MG,380.340
"3132909",Itamogi,MG,243.714
"3133006",Itamonte,MG,431.792
"3133105",Itanhandu,MG,143.363
"3133204",Itanhomi,MG,488.843
